esperanto,english,cefr_level,is_suspicious
La konstanta kampo kaj la pulsa kampo kutime estas faritaj unu al la alia.,The constant field and the pulse field are usually set perpendicular to each other .,C,False
"Fumi mariĥuanon en publikaj publiko ankoraŭ estas kontraŭleĝa, kaj iu ajn kaptis por pagi cent dolarojn bone.","Smoking marijuana in public is still illegal , and anyone caught doing so will have to pay a $ 100 fine .",C,False
La brita faŝismo baziĝas sur la brita Naciaismo.,British Fascism is based upon British Nationalism .,C,False
La via namo estas plej granda kaj plej aktiva dum la novnaskitaj kaj antaŭtempaj tempoj.,The thymus is largest and most active during the newborn and pre-adolescent periods .,C,False
Maniko kelkfoje ankaŭ nomas pluvombrelon aŭ ligas literson.,A hypernym is sometimes also called an umbrella term or a blanket term .,C,False
Carolian minusulo estis la rekta praulo de nigralitera lingvo.,Carolingian minuscule was the direct ancestor of blackletter .,C,False
"Post kiam ĝi estas maldungita, argilaj aĵoj estas opabela kaj nebela, mola kaj kapabla esti gratata per tranĉilo.","After it is fired , earthenware is opaque and non-vitreous , soft and capable of being scratched with a knife .",C,False
"Postturo estas speco de kafo anstataŭaĵo farita el rostitaj tritiko, tritiko kaj molso.","Postum is an instant type of coffee substitute made from roasted wheat bran , wheat and molasses .",C,False
"La balustadeauro estas la sistemo de insultado kaj balustoj, kiuj malhelpas homojn falantajn de la rando .",The balustrade is the system of railings and balusters that prevents people from falling over the edge .,C,False
alkoholaĵoj kaj luplata acido reagas al formo de aŭtolistoj.,An alcohol and a carboxylic acid react to form a carboxylic ester .,C,False
Kunfandite kunsaksofono en Sym-Eisnach,Merged with Saxe Weimar into Saxe-Weimar-Eisenach,C,False
"Vivo en laborejo intencis esti kruela, determinigi la malriĉulojn kaj certigi, ke nur la nura senrevita aplikita .","Life in a workhouse was intended to be harsh , to deter the able-bodied poor and to ensure that only the truly destitute would apply .",C,False
Odipor estis malpermesita en Germanujo por teroristaj agadoj kaj operaciadoj inter pravigeblaj funkcioj kaj fia submondo.,Odpor was banned in Germany for terrorist activities and operated between legitimate emigre functions and a thuggish underworld .,C,False
Laŭ la 3a de la 3a miljaro la termino venis por ricevi pli grandan favoron por indiki fieron ĉirkaŭ la rando.,"By the turn of the 3rd millennium , the term bogan came to be employed more favorably to indicate a pride in being rough around the edges .",C,False
"Por vektoroj kun kompleksaj eroj, uzante la donitan difinon de la produkto. Por malsamaj geomeaj ecoj.","For vectors with complex entries , using the given definition of the dot product would lead to quite different geometric properties .",C,False
"Aksantaj kunpremiloj estas dinamikoj, kiuj uzas ornamojn de ventostsimilaj aeros al ikompikaj fluikoj.",Axial compressors are dynamic rotating compressors that use arrays of fan-like airfoils to progressively compress a fluid .,C,False
Kotonoj montras pli grandan reziston al miaj apatioj ol eŭropaj kunikloj.,Cottontail rabbits show a greater resistance to myxomatosis than European rabbits .,C,False
La monda ĉampiono okazas unufoje en tri jaroj.,The world championships of ringuette occur once in three years .,C,False
"Magniturismo de la supra ciklo estas plurplica , aŭ nurdenido.","A generalization of the above current loop is a multi-turn coil , or solenoid .",C,False
"Konsideru hipotezan hotelon kun kapablo senfina nombro da ĉambroj, ĉiuj kiuj estas okupitaj .","Consider a hypothetical hotel with a countably infinite number of rooms , all of which are occupied .",C,False
Eĉpetoj ekestas pro diversaj kialoj.,Epenthesis arises for a variety of reasons .,C,False
Ĝi povas ankaŭ esti uzata kiel seksa neŭtrala tria persono pronomo.,It can also be used as a gender neutral third person singular pronoun .,C,False
La tripipoj povas esti funkciij per aŭ izolitaj aŭ ĉirkaŭlokaj etendaĵoj kaj oni povas tuj teni la brakon pli klara kontraŭ la rezisto.,The triceps can be worked through either isolation or compound elbow extension movements and can contract statically to keep the arm straightened against resistance .,C,False
NAME OF TRANSLATORS,Shamanism is different from animism .,C,False
"Multaj eksperimentaj programoj ruliĝis sur la C651 aŭtoj, inkluzive de la pasinta programo .","Many experimental programmes have been run on the C651 cars , including the past program .",C,False
Je sia granda malfermo la kirasoj ŝajnas ne sufiĉaj por laborforto.,"Upon its grand opening , the armory 's size seemed inadequate for a work force .",C,False
"La longaj vortoj karakterizas ne tiom pli da ferbaĵo, sed de pli longa tendo, kiu indikas armilon por du - nume uzu.","The longsword is characterized not so much by a longer blade , but by a longer grip , which indicates a weapon designed for two -handed use .",C,False
Sinuso estas bazita sur religiaj ordonoj.,Religious law is explicitly based on religious precepts .,C,False
"bombo estis kaŝita en ambulanco kaj sindevigita ĉe dua polica kontrolpunkto, laŭ oficistoj.","A bomb was hidden in an ambulance and detonated at a second police checkpoint , according to officials .",C,False
"Gaja estas la personigo de la tero, kaj tiuj ĉi estas ŝiaj idoj kiel parencoj en diversaj mikredoj.",Gaia is the personification of the Earth and these are her offspring as related in various myths .,C,False
Iuj psikologoj sugestas malregulajn nomojn de la anglaj nomoj de ciferoj povas malhelpi infanojn nombri .,Some psychologists suggest irregularities of the English names of numerals may hinder children 's counting ability .,C,False
La elektrokarnsata ĉeno konsistas el kupia serio de ruĝaj fularoj en kiuj elektronoj estas translokitaj de donacita molekulo por akcepti molekulon.,The electron transport chain consists of a spatially separated series of redox reactions in which electrons are transferred from a donor molecule to an acceptor molecule .,C,False
Kelkaj specoj de ĥemmopiterapio estas vojaĝantaj aleksiko kaj povas kaŭzi malfereblecon.,Some types of chemotherapy are gonadotoxic and may cause infertility .,C,False
"La retejo de 2019 estas la sola konata Fistoma primo, kaj injektas la kamparan ĉefministron nur kontraŭ la stratoj .","s of 2019 these are the only known Fermat primes , and conjecturally the only Fermat primes .",C,False
STM baziĝas sur la koncepto de kvantuma tunelo.,STM is based on the concept of quantum tunneling .,C,False
La nuntempa pastraro povas spuri sian tujan originon ĝis la unua duono de la 19-a jarcento.,The contemporary priesthood can trace its immediate origins to the first half of the 19th century .,C,False
"Ĉiu V1 sendas informojn al du bazaj padoj, nomata la ventralfluo kaj la flufluo.","Each V1 sends information to two primary pathways , called the ventral stream and the dorsal stream .",C,False
"Biblinia ne estas konfuzita kun biciklano, kiu estas la kutima amo de libroj kaj ne estas konsiderata en malnova kliniko.","Bibliomania is not to be confused with bibliophilia , which is the usual love of books and is not considered a clinical psychological disorder .",C,False
"Kvankam ĝi estas venena en grandaj dozoj, seleno estas esenca mikronunumo por bestoj.","Although it is toxic in large doses , selenium is an essential micronutrient for animals .",C,False
Gumalisoj povas okazi ie ajn de unu 46 jaroj post kiam la unua persono ekhavis sifilison.,Gummatous syphilis can happen anywhere from one to 46 years after the person first got syphilis .,C,False
"Fajraĵo konsistas el puto aŭ kamentubo kun varmo - malmolaj muroj faritaj de tero, argilo aŭ ŝtono.","A bloomery consists of a pit or chimney with heat - resistant walls made of earth , clay , or stone .",C,False
"La konstitucia kortumo diris, ke la kongreso partnerigis por esti kontraŭkonstitucia kaj malakceptita .",The constitutional court said the congressional resolution to be anti-constitutional and rejected it .,C,False
Kogrado estas ege konservata tra biologio.,Coagulation is highly conserved throughout biology .,C,False
"Oni ofte uzas la gantaton en atomaro, nuklean kaj partikan fizikon.","The electronvolt is often used in atomic , nuclear and particle physics .",C,False
Homokranismo estas termino iam uzata en diskutoj de la tuta-ma mondo de kavalirolea vivo en la Meza kulturo .,Homosociality is a term sometimes used in discussions of the all-male world of knightly life in medieval culture .,C,False
"Unu ĉefa funkcio de roluloj estas preventi popietajn katenojn kaj kungluajn katenojn, kiuj ne funkcias.",One major function of chaperones is to prevent polypeptide chains and assembled subunits sticking together in clumps which do not function .,C,False
"En cifereca marionio, machinima kreinto fariĝis virtualaj aktoroj.","In digital puppetry , machinima creators become virtual actors .",C,False
Thioeoj estas gravaj en biologio.,Thioethers are important in biology .,C,False
Stereomio estis grava en la solva katastrofo en la 1960-aj jaroj.,Stereochemistry was important in solving the thalidomide disaster in the 1960s .,C,False
"Ĉar la cerbo povas moviĝi iomete dum la operacio, la elektrodoj povas esti elhenditaj aŭ el la specifa loko.","Because the brain can shift slightly during surgery , the electrodes can become displaced or dislodged from the specific location .",C,False
"Leopoldo restas iom pli klara figuro en la hispana literatura mondo, lasante heredaĵon, kiu kuraĝigas la serĉadon por Dio kaj la homalismo samtempe.","Leopoldo Alas remains a rather enigmatic figure in the Spanish literary world , leaving a legacy that encouraged the search for God and humanism simultaneously .",C,False
Sctch kaj Hanuf estas kreita per la procedo de mikro-ununoj .,Scratch and sniff is created through the process of micro-encapsulation .,C,False
"Cogne decerise sugestas, ke tiuj homoj serĉas psikologian esperon inter siaj esperoj de vivo, kaj ke la realo de la mondo ekzistas .",Cognitive dissonance theory proposes that people seek psychological consistency between their expectations of life and the existential reality of the world .,C,False
Ĉirkaŭ duono de la poovidela rezikistoj ĉiujare estas uzataj por fari pipojn.,About half of the polyvinyl chloride resin manufactured each year is used to make pipes .,C,False
"Enlast estas lumo, fleksebla kaj forta.","Duroplast is light , flexible , and strong .",C,False
"duchy estas la teritorio aŭ geokrata ento regata de cxefo , kie lia titolo aŭ regiono ofte nomiĝas cxefo .","A duchy is the territory or geopolitical entity ruled by a duke , whereas his title or area is often called a dukedom .",C,False
"De la jaro 2008, Rick fariĝis interreta bato aŭ fenomeno kaj tre baldaŭ porkina estis kovrita de komuna medio .","By May 2008 , Rickrolling had become an internet hit or phenomenon and very soon rickrolling was being covered on mainstream media .",C,False
Tamen kelkaj homoj kun skizofrenio havas la kapablon tikli sin.,"However , some people with schizophrenia have the ability to tickle themselves .",C,False
La ankropunkto estas unu el la plej fruaj formoj de Christianona .,The anchoritic life is one of the earliest forms of Christian monasticism .,C,False
"plenigante la oficejojn de la kvarfakoj kaj pratoj kun pli ol kutime sukceso, li akiris la koncenton en 120 .","Having filled the offices of quaestor and praetor with more than usual success , he obtained the consulship in 120 .",C,False
