esperanto,english,cefr_level
Ĉe rekta baluo estis nenia certeco sur la maniero de glano.,At straight rail 's inception there was no restriction on the manner of scoring .,B2
La frekvenco elektita por mezuraĵoj povas esti en la videbla spektro apud verda .,The frequency chosen for measuring candelas is in the visible spectrum near green .,B2
Kvinjara akvo estas tre scena.,Derwentwater is very scenic .,B2
Drakoj en poste japana folkloro estis influataj de ĉinaj kaj indianaj mikredoj.,Dragons in later Japanese folklore were influenced by Chinese and Indian myths .,B2
"Li ankaŭ konvinkis sian aŭtoritaton aĉeti novan ekipaĵon, ĉar li volis modernajn ilojn, efikan potencon.","He also persuaded his authority to buy new equipment because he wanted a modern , efficient police force .",B2
"Komence, ĉi tiu stato de aferoj povas ŝajni kontraŭsentine.","At first , this state of affairs might seem to be counter-intuitive .",B2
Ekde 2006 la duopo ofte estis vidita sur diversaj spektakloj kaj persekutis individuajn karieron.,"Since 2006 , the duo has been seen frequently on variety shows and pursued individual careers .",B2
La testoj havas du ĉefajn funkciojn: por produkti hormonojn kaj produkti spermon .,The testes have two primary functions : to produce hormones and to produce sperm .,B2
"La origino de la stangulo estas nekonata, ĉar ĝi estis uzata tiel frue kiel la ŝtono Bosge.","The origin of the wedge is unknown , because it has been in use as early as the Stone Age .",B2
"Ekstere la muroj de Romo, la potencoj de la konculoj estis multe pli ampleksaj en sia rolo kiel komandantoj - en la cxefo de ĉiuj romiaj legintoj.","Outside the walls of Rome , the powers of the consuls were far more extensive in their role as commanders - in- chief of all Roman legions .",B2
"En plej multaj partoj de la mondo, uzu - jevenejo estis la plej ofta maniero atingi interreton en la fina jarcento.","In most parts of the world , dial - up service was the most common way of connecting to the internet in the late 20th century .",B2
"Alvoko - modemo uzata en Usono al 60 % de 2003, kaj en 2006 ili staris ĉe 36% .","Dial - up modem use in the US dropped to 60 % by 2003 , and in 2006 stood at 36 % .",B2
La sekvaj tabeloj resumis la uzadon de ĉiuj retumiloj por la indikitaj monatoj.,The following tables summarize the usage share of all browsers for the indicated months .,B2
La kvanto de la ekpacenato povas esti mezurita aŭ en aro da maso aŭ maso.,The amount of propellant can be measured either in units of mass or weight .,B2
La rezulto estis 564 % kontraŭ foriro kaj 4.6 por sendependeco.,"Announced in the evening of polling day , the result was 56.4 % for against leaving and 43.6 % for independence .",B2
En la noktaj horoj post la deminiĝo la ŝtormo estis desceksita kaj abstrakta centro de la cirkulado .,"In the overnight hours after formation , the storm was disorganized with a shabby and abstracted center of circulation .",B2
Ĝia nomo estis anoncita kiel Thrym en la jaro 8177.,Its name was announced as Thrym in IAU Circular 8177 .,B2
Modernaj fiŝkaptaj marferoj estas fasonitaj por helpi multajn distancojn kaj precizecojn.,Modern fishing reels are designed to help in casting for distance and accuracy .,B2
Ĉinio eble estis uzita en la 10-a jarcento.,China may have used inoculation in the 10th century .,B2
"Kiam oni bezonas urbon, kiu malaperis, la pozicio pasis en lokan folkloron.","When the need for a town crier disappeared , the position passed into local folklore .",B2
Larra vivis sufiĉe longe por pruvi grandan prozon-verkadon dum la 19-a jarcento.,Larra lived long enough to prove himself a great prose-writer during the 19th century .,B2
"En 1934 ŝi estis trovita vivanta en malriĉeco, kaj pensiiĝo estis establita por ŝi .","In 1934 she was found living in poverty , and a retirement fund was established for her .",B2
Tipoj de ŝtato povas esti disigitaj en du kategoriojn: demokratio kaj diktaturo.,Types of state can be separated into two categories : democracy and dictatorship .,B2
"Ne ĉiuj sciencistoj estas konvinkitaj, ke la videblaj subskriboj estas kaŭzitaj de stosistemo.",Not all scientists are convinced that the observed signatures are caused by a ring system .,B2
La artoj kutime konsideratas kiel parto de homsciencoj.,The arts are usually considered as part of the humanities .,B2
"Alia ekzemplo de goriloj "" signifa inteligenteco estas ilia kapablo kompreni simplan signolingvon.""",Another example of gorillas ' significant intelligence is their ability to comprehend simple sign language .,B2
La termino ricevas sian nomon el sia uzo en la parlamenta sistemo de la registaro.,The term gets its name from its use in the parliamentary system of government .,B2
La klasika Periodo ankaŭ vidis pliigon en la uzado de statuoj kaj skulptaĵoj kiel ornamaĵoj de konstruaĵoj.,The Classical Period also saw an increase in the use of statues and sculptures as decorations of buildings .,B2
"Krimuloj kelkfoje estas uzataj kiel herbo, kun forta gusto de burĝono.","Cicely leaves are sometimes used as a herb , with a strong taste of anise .",B2
La plej frua homfaritaj sterko estis pajlo kaj koto estis kombinitaj por fari brikojn por konstrui konstruadon.,The earliest man-made composite materials were straw and mud combined to form bricks for building construction .,B2
Kelkaj amikoj konas unu la alian per interŝanĝoj de donacoj kaj kartoj en ĉi tiu tago.,Some friends acknowledge each other with exchanges of gifts and cards on this day .,B2
"En aprilo 1, 2016, la kazo estis aŭdata de la kortumoj .","On April 1 , 2016 the case was heard by the court of appeals .",B2
"Post pluraj jardekoj da prospero, ĝi eniris periodon de agita politika, milita kaj ekonomia malkresko.","After several decades of prosperity , it entered a period of protracted political , military and economic decline .",B2
"radaro, uzata por mezuri la rapidon de aŭtoj aŭ globojn en sporto, kutime estas tekultata per tunketaj forkoj.","A radar gun , used to measure the speed of cars or balls in sports , is usually calibrated with tuning forks .",B2
Oni kutime enlandaj bestoj ne intencas bredadon.,Castration is commonly performed on domestic animals not intended for breeding .,B2
"Ĉiu jaro, du kondutoj estis elektitaj kune, por servi dum unu jaro .","Each year , two consuls were elected together , to serve for a one - year term .",B2
"Pilko dancanta figuro, kiu dum la lasta paŝo moviĝas piede, pli ol proksime al ĝi.","A ballroom dance figure in which during the last step the moving foot passes the support foot , rather than closes to it .",B2
"En iuj kulturoj, mamoj ludas rolon en homa seksa aktiveco.","In some cultures , breasts play a role in human sexual activity .",B2
"En la tago de ŝia morto oni raportis, ke ŝi tenas la manon kun sia ĝemela frato dum ŝi iris al sia morto.",On the day of her death she was reported to have held hands with her twin brother as she walked to her death .,B2
Ekde la 23a de januaro 2010 la morto de la inundoj kreskis al 68 kun 26 aliaj ankoraŭ mankas.,"As of January 23 , 2010 the death toll from the floods has risen to 68 with 26 others still missing .",B2
"Granda parto de lia kariero, li devis okupiĝi pri helpo de dio en medio de la kontraŭretika doktrino de komunismo.","Great part of his career , he had to deal with defending worshipping god in an environment of the anti-religious doctrine of communism .",B2
Milionoj da homoj estis en linioj pli ol tri - tage balotaj periodoj.,Millions of people were in lines over a three - day voting period .,B2
Estas multaj daŭraj demandoj pri diversaj aspektoj de fotografio.,There are many ongoing questions about different aspects of photography .,B2
Ekde tiam ŝi laboris kiel kuracisto en natura medicino kaj faris vivantan viziton kaj fleganton.,"By this time , she functioned as a doctor in natural medicine , and made a living visiting and nursing people .",B2
"La insulo havis ekonomion de nur unu kampo ĝis 1966, bazitan sur la kultivado kaj traktado de Nov-Zelando por ŝnuro kaj ĉeno.","The island had an economy of only one crop until 1966 , based on the cultivation and processing of New Zealand flax for rope and string .",B2
"Je la unua plano la filmo havus la 300 m longon je 10 minutoj, 15 mil desegnoj sur la 18 x24 cm da ĉeĉelo .","By first plan , the movie would has the 300 m length on 10 minutes , 15 thousand drawings on the 18 x24 cm size of cellophane .",B2
La Urso estis konsiderata kiel sankta besto.,The Bear was considered a holy animal .,B2
"Dum la sekvantaj jaroj, granda nombro da gravaj publikaj kaj privataj konstruaĵoj estis konstruita .","During the following years , a large number of important public and private buildings were erected .",B2
Skeeddi kaj ĉirkaŭirita en la ĉirkaŭaĵo estas loĝata ekde la antikva tempo.,Szeged and surrounding area has been inhabited since ancient time .,B2
Drmming estas la centra elemento de pungul .,Drumming is the central element of pungmul .,B2
"La staloj ""la ĉefa karakterizaĵo estas la korforma disko, formita per rigidaj plumoj, kiuj servas por vastigi kaj trovi la fonton de sonoj dum la ĉasado.","The barn owls ' main characteristic is the heart- shaped facial disc , formed by stiff feathers which serve to amplify and locate the source of sounds when hunting .",B2
Fajromandmandroj troviĝas en la plej granda parto de suda kaj centra Eŭropo.,Fire salamanders are found in most of southern and central Europe .,B2
"Proponantoj kredas, ke la regiono iom rilatas al la historia sprinco de Barcelono, kvankam ĝia tempo estas konsiderinde malsama.","Proponents believe the area somewhat corresponds to the historic County of Barcelona , although its extent is considerably different .",B2
La ponto 's disfalontis la lastajn efektojn sur scienco kaj inĝenierio.,The bridge 's collapse had lasting effects on science and engineering .,B2
La danco inkluzivas la ludon de la ABC montras la saman nomon .,The dances included in the game are taken from the ABC TV show of the same name .,B2
NAME OF TRANSLATORS,"A player character may sometimes be based on a real person , especially in sports games that use the names and likenesses of real sports people .",B2
Ekzistas pli komplikaj algebroj por la ĝenerala ekvacio kaj 4a ekvacio .,There exist more complicated algebraic solutions for the general cubic equation and quartic equation .,B2
"Estas diskuto, ĉu la varmega mantelo estas kaŭzita de profunda mantelo aŭ en malprofunda profundo.",There is discussion whether the hotspot is caused by a deep mantle plume or at a shallower depth .,B2
Ekzistas du specoj de unuo ŝarĝiloj: amikoj kaj skatoloj.,There are two kinds of unit load devices : pallets and boxes .,B2
"Por la plimulto de siaj 512 miliardoj da homoj - la jaro 3a, Sovaĝa 2 verŝajne havis pli malproksiman kaj rondan orbiton.","For most of its 4.5 billion - year lifetime , Wild 2 probably had a more distant and circular orbit .",B2
Laŭ legendo unu tagon du ĉasistoj persekutis sovaĝan apron.,"According to legend , one day two hunters were chasing a wild boar .",B2
La plimulto de tiuj starpunktoj povas esti uzataj por aŭ por vagino aŭ seksa sekso.,Most of these positions can be used for either vaginal or anal sex .,B2
Homoia povas ankaŭ esti kaŭzita de fizika traŭmo aŭ malsano.,Mania can also be caused by physical trauma or illness .,B2
Kalcio tre gravas por la homa korpo.,Calcium is very important for the human body .,B2
La franca TechT celas provizi fortan identan identecon al la francaj startoj kaj ankaŭ por antaŭenigi entreprenistojn inter ili.,The French Tech aims to provide a strong common visual identity to French startups as well as to promote entrepreneurial exchanges between them .,B2
